Parameter,Frequency,50,150,250,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750,1850,1950,2050,2150,2250,2350,2450,2550,2650,2750,2850,2950,3050,3150,3250,3350,3450,3550,3650,3750,3850,3950,4050,4150,4250,4350,4450,4550,4650,4750,4850,4950
Y_N_c,3650,(-0.0012365103316217666-7.764567440531869e-05j),(0.07660579854916398-0.01533180236467497j),(-0.09946865433407687-0.04847333670618735j),(0.09042011549560436-0.15256957685309636j),(0.08238077052797484+0.025685426033569752j),(0.12903470141903775+0.1381800798114145j),(0.33835905118802717-0.135165460969865j),(0.1663845396659467-0.015303886205898592j),(0.34229706011115846-0.24114179525036514j),(0.13207643263264288-0.4451214010993997j),(0.30746175340810006-0.15740543632327514j),(0.07835854888391751+0.005787971920844702j),(0.3694400293950602+0.19001435466203576j),(0.24847807060306143+0.48473608376360205j),(0.36944006913640115+0.27837788096842714j),(0.23794389700655272+0.2851375674184885j),(-0.36289905914524523-0.32031270334687767j),(-0.01188243090434108-0.18613344711837843j),(-0.4970511603542017-0.4322852428508266j),(-0.10908007897954104-0.20782568606464966j),(0.1604059937615097+0.07429744442464808j),(0.3517702206068376-0.6923315451733241j),(0.8388868214585787+0.4803301640891213j),(0.10010986478354156-0.8887908687361372j),(0.8480333652523306+0.48799064574419143j),(-0.43166503658780275-0.4249682029714943j),(0.3606074375824093+0.4072767643822518j),(-0.11334372994621852+0.22860765446090653j),(-0.2981091029231657-0.3387304565757343j),(1.1871999007588105+0.7427226706756791j),(-1.6377366099055144-1.2578883290285372j),(2.808019730823183+1.0669833522126666j),(-3.4212228916732355-1.4655204378337845j),(4.435390773668611+1.16168515788717j),(-4.880116043209817-1.0127638832616452j),(5.533569862462691+0.6199039383123202j),(-5.4089073666728-0.2989943324647295j),(5.552729566508941-0.29065360344069413j),(-4.923725545179108+0.4659154386403801j),(4.546967666308854-0.941665968843171j),(-3.5005864677476057+0.9279856684441341j),(2.9347211629031773-1.0720654788110402j),(-1.757702018338022+0.8195364136996962j),(1.249766534023466-0.7425968360894089j),(-0.3276229470894113+0.28065363897063555j),(0.0618235658612359-0.12475555040923564j),(0.5047224402973792-0.3166278477751593j),(-0.39091742726467066+0.387968683886162j),(0.709032157313568-0.6717585388860449j),(-0.3161815314657507+0.550755316645415j)
Y_N_c,3750,(0.0014128107315851035+0.0005550960779501278j),(-0.03339684160782686+0.027090911860014187j),(0.13242657191967078+0.028274613323098698j),(-0.05842269787875153+0.05432005725222172j),(0.05273829764062561-0.07564972077845984j),(-0.045789598803338175-0.21109052341925608j),(-0.22690803921661357+0.0288850424597257j),(-0.06903177902216683-0.16848345202852794j),(-0.2851523459270854+0.15883937388857444j),(-0.110671104162087+0.34438356648839286j),(-0.2586640629364501+0.10843141816278702j),(-0.008738552349065051+0.11674134046198263j),(-0.22083316580322437-0.23389608442999296j),(-0.13660733925776203-0.4573805301216035j),(-0.39043108575468544-0.46618376561779157j),(-0.19529748716761938-0.44225589354005657j),(0.23684284088962754+0.10305486756225378j),(-0.006719383982341115-0.028798223997759442j),(0.5892576642724914+0.46594225174917403j),(0.2604355351255934+0.03230786693805544j),(0.1406659401255916+0.07934071230237068j),(-0.2602429676373341+0.3817749703582621j),(-0.5799241681647858-0.42549471779659015j),(-0.2552618105457508+0.7858877215274858j),(-0.8176290537232721-0.5767544194429138j),(0.3842164404231069+0.5607738690190788j),(-0.452134322400004-0.6602214064964088j),(0.47941184260616543+0.01614056983994064j),(-0.06483852746467067-0.15860073354910986j),(-0.44872893348005694-0.5388494502498408j),(0.9267004219837089+0.8401851983038825j),(-1.910430981978976-0.953821287617956j),(2.591408420130574+1.3654920634572585j),(-3.575346907715539-1.2868716351414151j),(4.300122299500265+1.1864485743271742j),(-5.04300397463953-1.037602548067396j),(5.306313556916358+0.5949782308411242j),(-5.621210544597348-0.21641815294728195j),(5.372189181496578-0.17379200163306718j),(-5.10568890792278+0.6033297797175659j),(4.350020603750559-0.8477482373656503j),(-3.7375044914017335+0.9884555816264355j),(2.6820721938588257-1.020576231443335j),(-1.9976246550519554+0.8931238912760721j),(1.0458446663975605-0.6557845634666604j),(-0.5018384649864754+0.3693617752529475j),(-0.1188068512947264-0.04556166851282076j),(0.3025549339664098-0.23923281607983776j),(-0.6344443356452377+0.4551423200761494j),(0.45715396538246156-0.589170347973692j)
Y_N_c,3850,(0.0006175179954137933-0.0019906556803842264j),(-0.009524042124869556-0.040682489448330916j),(-0.1513305681881585-0.011346890866088394j),(0.01249754602204736+0.03795079801124218j),(-0.1776730974262599+0.09281905173255867j),(-0.04016245389491002+0.2201085699469708j),(0.09472572681563635+0.05122701465223521j),(-0.04602210075173106+0.2877410881780564j),(0.2031344639974001-0.0847856006215867j),(0.06335156535567898-0.20234773547487772j),(0.1902569464939169-0.06587889805436029j),(-0.04552175902214846-0.21887385295250683j),(0.06741506592716098+0.21749380945317404j),(0.020786320910989767+0.36916897857384084j),(0.33736297104416213+0.5735792098239151j),(0.12071276080615055+0.5311621303856265j),(-0.12195197487153654+0.14261783194401773j),(-0.0015620266890866291+0.21188523265785808j),(-0.6094053334357463-0.430571442778126j),(-0.4029693432008951+0.07397589975585833j),(-0.39297476993744906-0.23157014847704663j),(0.08448178605150702-0.09473795223257596j),(0.2832107877984298+0.30350314174111254j),(0.35550929269023474-0.6074944320796423j),(0.6964708506162012+0.5786742008055393j),(-0.24198603418387643-0.6076216040433302j),(0.4343059872133527+0.7758893920356529j),(-0.6660064594928213-0.22376357704544364j),(0.24240707386697086+0.5723689193722167j),(-0.14802691788409433+0.30374194114035435j),(-0.3778291535669268-0.36416563365296467j),(1.0722701436479234+0.7474785001976603j),(-1.7809939427545451-1.1348867556860225j),(2.637219778245696+1.247476233219478j),(-3.5749573965857735-1.2505342553608356j),(4.318771810830191+1.318702619758727j),(-4.96447028970764-0.8492416751865821j),(5.392587441545752+0.7015258959650161j),(-5.564981979720022-0.1749420819625418j),(5.428708423530758-0.18256713520791412j),(-5.0495799215687605+0.623613862644695j),(4.439149224088129-0.7875694211317055j),(-3.6204808133675495+1.072514189982108j),(2.8006832457115722-0.9545401416125138j),(-1.9042315975186097+0.9526495754190812j),(1.0981216950810153-0.612671321547308j),(-0.45551811611183496+0.4201349638767416j),(-0.060402675451145756+0.007297267789516143j),(0.4018583487260147-0.166608780081667j),(-0.5147884022799538+0.5149598890601377j)
Y_N_c,3950,(-0.004638856111454373+0.002408615755126567j),(0.04649554538913052+0.05389046697387081j),(0.15449435801212652-0.0029532806184571284j),(0.03997937094197172-0.10908161294854911j),(0.2760054255144718-0.07976711687166327j),(0.10981363985837378-0.17333840781815468j),(0.039958529172118326-0.09783327334239994j),(0.1518817825718033-0.32691879257739487j),(-0.10914012097524088+0.02796439351396005j),(0.005141480557965277+0.04762740109762802j),(-0.11365450852298756+0.03657634447740759j),(0.08085341879734784+0.28797560817136647j),(0.05851238256589386-0.14931735721328088j),(0.07904366071500797-0.23544924009869259j),(-0.23643292639717656-0.5796471369281698j),(-0.03330331551568394-0.5476349046708944j),(0.033859755952180645-0.3745024528301305j),(0.026593424723361195-0.3482589444018974j),(0.5673249574328958+0.3309864434382953j),(0.5019386553362835-0.11117655214340466j),(0.5716539056204022+0.35912959769908215j),(0.1417598724280151-0.12246272062268612j),(0.008240211123087482-0.1338868502730127j),(-0.37513905023813027+0.3970042582968415j),(-0.5203638617038447-0.50286990457007j),(0.05220651246863764+0.5756380485128321j),(-0.3590062937692633-0.7553381053759941j),(0.6869004238734286+0.3755664221674358j),(-0.2728624519043117-0.8504942957067467j),(0.5708874911511649-0.06485979061925823j),(0.010373145643425695-0.10373996002236127j),(-0.35650578169032243-0.4820233479701j),(1.0550595999210077+0.8073998191616107j),(-1.7156238587679655-1.0568090083698436j),(2.769127150803389+1.200407305135427j),(-3.443230719138433-1.4255553700897279j),(4.411483178827355+1.0319115735835651j),(-4.900744816654574-1.099759010302731j),(5.471829568769738+0.5316586693074021j),(-5.488199946228532-0.2678365739981592j),(5.519734808622022-0.2822382382492965j),(-4.977276498230737+0.4905274897970353j),(4.478405832569859-0.9586560636977438j),(-3.5968963258797024+0.910345334074689j),(2.833816472672735-1.1217089681464656j),(-1.8276582448423484+0.8148787244879427j),(1.1923194309012597-0.753621715615794j),(-0.3608118737245839+0.2783450913738198j),(0.0025610258011444995-0.15972462843424057j),(0.43634468989147074-0.3273065421973319j)
Y_N_c,4050,(0.008972666012065249-0.0005522817716436118j),(-0.07331588998271239-0.0639647719548181j),(-0.1422087186295046+0.01575530895789007j),(-0.08976924565486416+0.14934051725222153j),(-0.3357674162104839+0.04436052550825943j),(-0.1502588465528194+0.09050222805524671j),(-0.15988089720814402+0.11018016587146043j),(-0.22466308327365633+0.289327806770451j),(0.01627799062175031+0.0076097630318908045j),(-0.08411363674298535+0.09237370652142003j),(0.04012568370120432-0.022989783192802288j),(-0.0974134615093299-0.31634927875612034j),(-0.13492797160931527+0.04963449396303766j),(-0.14801454023958888+0.0772440559930337j),(0.1203809689579532+0.48591972527198185j),(-0.04834471863039069+0.4971402380032081j),(0.021600071861887338+0.5549763555102335j),(-0.05671694725475737+0.4307084136479683j),(-0.4789294750211721-0.1810802296975801j),(-0.5322722460459447+0.09604051918261819j),(-0.6645295959374066-0.4421386860249664j),(-0.3734955498150362+0.2442610395722744j),(-0.2586018085105327-0.057649791033691j),(0.3083949396876078-0.19597620750522676j),(0.3224260982820999+0.36762849241883705j),(0.13947052042323388-0.4844863259330242j),(0.27296157668434257+0.6227485153382808j),(-0.5719501426888156-0.46087965899443717j),(0.21014355670440701+0.9671410062788948j),(-0.8073862979660187-0.15046670358225933j),(0.18338754910759936+0.5033537704159053j),(-0.19436455144655318+0.19850594227866547j),(-0.46237793637935276-0.4266215407013798j),(0.893754840610554+0.7526427340645325j),(-1.9510643054439176-1.0442267749631995j),(2.510961973358808+1.3492883147681884j),(-3.6967520317745675-1.1216499668393722j),(4.20037823087144+1.3582344294149273j),(-5.104509427927545-0.847591035597715j),(5.276262108221754+0.6898061171491192j),(-5.70655497038553-0.12911798324329804j),(5.303151389203787-0.130088717448547j),(-5.164115912865951+0.6895391473894967j),(4.317583800934031-0.7565083413531819j),(-3.750141251419039+1.1323838160991775j),(2.644358091702627-0.9368873134666945j),(-2.0427391158557557+0.9973191676846899j),(0.9632457723211161-0.5735413191879428j),(-0.5739146834453702+0.48327655172591993j),(-0.18021622944637228+0.04725897672081024j)
Y_N_c,4150,(-0.011490934335045576-0.0033002148130531006j),(0.0877249152898798+0.06823803190976555j),(0.11665313097166775-0.028195747797033356j),(0.12767371761820134-0.15565740327556382j),(0.35105446444231325+0.0021336777009752506j),(0.1570222277512116+0.003129047880091017j),(0.2511826702832654-0.09326404604482047j),(0.2490816035809888-0.19418355765753592j),(0.06417257836199626-0.022534482440961966j),(0.15916679227977087-0.1961538897803749j),(0.021040233520869443+0.023648477867635204j),(0.0983186735779433+0.30209630202990045j),(0.15372551998458628+0.055852952653598034j),(0.1781757996967503+0.08203812135735913j),(-0.020320575358812085-0.31454133104766535j),(0.10909260048548973-0.39317006977191565j),(-0.047768340211106125-0.6572796837322044j),(0.0811396787761374-0.45935734893584634j),(0.36293366766593066+0.0014754261251892498j),(0.48419697903554093-0.05555268465290483j),(0.6720946644038637+0.4669619069037563j),(0.5648596813173784-0.2681403010258503j),(0.4426492384979792+0.24300512298452762j),(-0.16802655090740734+0.03717959945588004j),(-0.12983477042313785-0.19668143162337587j),(-0.29480134617976034+0.3595294890408981j),(-0.2094601235995508-0.4184922529783057j),(0.36242905852358653+0.478171924846013j),(-0.11222416401885399-0.9249570245732204j),(0.8649107452890018+0.3187968697791381j),(-0.23375637870734406-0.7892831191643224j),(0.5612755873870877+0.0624151203465077j),(0.030970571698239927+0.03977514979169028j),(-0.2326673713834242-0.389476525237008j),(1.1856485246345154+0.8017475565874215j),(-1.6150456211699824-1.110320814743424j),(2.883518622084738+1.1081329355355365j),(-3.367725390642272-1.4465554975827826j),(4.498196210561029+1.07688168687477j),(-4.823050229712869-1.0332852774644605j),(5.581210548982842+0.5480371139205706j),(-5.389124063305609-0.25384498213134243j),(5.601751408570502-0.30148999296817003j),(-4.895425093202609+0.5034594112182089j),(4.563878320258296-0.9781319727427731j),(-3.482599527660352+0.9480233329610102j),(2.939709751620041-1.1144793306640937j),(-1.7217251213172993+0.8270075133276403j),(1.2871137740660747-0.7621503578517584j),(-0.2750009726244355+0.2849807748995744j)
Y_N_c,4250,(0.010869843108018128+0.007482190816676886j),(-0.08952839641802848-0.06474147956501165j),(-0.0815274489522058+0.04098973898530463j),(-0.14643696605296339+0.13154692954376987j),(-0.322617941240783-0.04736806154081906j),(-0.13398316355043424-0.08329809362017457j),(-0.30512478100768536+0.05619886158612311j),(-0.221651255196297+0.07057316686573974j),(-0.12426459639186979+0.02095483054300569j),(-0.2153283022443005+0.25127187446539795j),(-0.06383008007194016-0.03421242063639633j),(-0.08850746434067876-0.24914591068857248j),(-0.1207724896652139-0.14286656374857568j),(-0.1690819623962114-0.22009699078751233j),(-0.04114961788933349+0.102258344768488j),(-0.13930088102973334+0.25463582549852254j),(0.0546448263110772+0.6694732357325677j),(-0.09180525837712095+0.4404124011293619j),(-0.2377476236880194+0.1836913895345958j),(-0.3650235758989106+0.018936376720560116j),(-0.6058554433521445-0.42818468777722796j),(-0.6788575637653006+0.21222415069989498j),(-0.5474944972099465-0.39571084445013804j),(-0.019179818160237887+0.06014310036492028j),(-0.03786203029124278+0.015213290212718219j),(0.38717109760194407-0.22743026044845494j),(0.1839434031178109+0.18970817293982664j),(-0.10529226743711584-0.43488373438300704j),(0.02990610111674355+0.7521592569173826j),(-0.7685320750759799-0.4237717834551774j),(0.1861144174191448+0.9365803508154406j),(-0.7478433601334378-0.26728973769361164j),(0.23330104041191546+0.3087015856476112j),(-0.2350760151835762+0.028051412913437476j),(-0.5273917839238694-0.5017120116209561j),(0.8342900313983752+0.7538309558757503j),(-2.0415789527202097-0.9935633789714327j),(2.4880069839460375+1.3601325574724847j),(-3.715362031292218-1.1872723783741106j),(4.175018869526426+1.2576175942596668j),(-5.161969013997814-0.9129817417195234j),(5.222832738290296+0.6165422761036654j),(-5.744169323514203-0.14985371561448746j),(5.272975342473046-0.17584460242819322j),(-5.1925424023426485+0.6776317659144802j),(4.264552478310437-0.832732318545172j),(-3.805403277139339+1.08575742585296j),(2.5839556352566486-0.9897018171119238j),(-2.0979770805080955+0.9586911177815638j),(0.9240511802047138-0.6164581754685265j)
Y_N_c,4350,(-0.007345597855147548-0.00990316023208106j),(0.08037673487056911+0.05269385677970631j),(0.04147085101980545-0.05414106641694152j),(0.14224837373690785-0.0858274741517373j),(0.2573949833362832+0.08024395051417768j),(0.09121952486274543+0.13223883376355838j),(0.31887758542865546-0.01013491921492482j),(0.1508848799316988+0.05002731274903917j),(0.16016228701488358-0.009075495051180625j),(0.24035208903483615-0.25553130178919037j),(0.08609823055092736+0.048902208854053456j),(0.07346653569212533+0.16647183475620453j),(0.05276792465116975+0.1942560239033361j),(0.1271280202739294+0.3189081477975981j),(0.054142563251136526+0.10821354305499734j),(0.13578874049017436-0.10277182678845584j),(-0.055245122246786876-0.5955093661939143j),(0.08451587561750058-0.3842976986823021j),(0.11896320279312292-0.35034783078146364j),(0.19695036085833947-0.00993873940593866j),(0.48540221101135805+0.32940091997775345j),(0.6946146447097844-0.10903001693560493j),(0.5725538100304323+0.49461948447975457j),(0.21883949244045992-0.09212116761437601j),(0.16896600361758723+0.1537021707880785j),(-0.40377664154543264+0.1118945724845805j),(-0.19400682477394493+0.01952736975153084j),(-0.15286366190479744+0.34600953618119573j),(0.0019181100389360495-0.4953079859710587j),(0.5568834293400243+0.4582606352675583j),(-0.09173498714264236-0.9427819449797494j),(0.77644122038097+0.3948820130913394j),(-0.3451026044444012-0.5828058292209017j),(0.5065749211268571+0.27577930980464604j),(0.015108548231379318+0.1781605531589639j),(-0.22347452088650557-0.3411301469397118j),(1.239360285355162+0.7923682516177879j),(-1.6439055266486369-1.1199106747383254j),(2.835078835931334+1.1649823382136952j),(-3.3975561656058866-1.3394521980204113j),(4.494018174751528+1.1689082068999035j),(-4.8263058487724795-0.9190696201079676j),(5.570820134980901+0.5963558539046927j),(-5.412247690284081-0.19061834697566238j),(5.571512001002889-0.2718844669460212j),(-4.910271150119344+0.5948177608980396j),(4.560419577632629-0.9120943185045418j),(-3.47546958715312+1.024247946004028j),(2.9469162496191044-1.044685393214853j),(-1.7325186169969715+0.8904568968984209j)
Y_N_c,4450,(0.0025691137508214936+0.009233285109626097j),(-0.06326811225371337-0.03276505569419716j),(-0.0013685618088841202+0.06684696285221632j),(-0.11553886722379234+0.030457933936539658j),(-0.16710540594215567-0.09285621763853946j),(-0.04158474377723553-0.14193101561128899j),(-0.295348771341049-0.03388676065947584j),(-0.05464282672675088-0.1409041198581074j),(-0.1721505244735426-0.006430669204686712j),(-0.2274682067932612+0.2161556920929389j),(-0.08942366069733386-0.06198160239365477j),(-0.0580582104302392-0.0666341119290772j),(0.02801285298799553-0.2033164021544404j),(-0.06383307781385109-0.36710518746287724j),(-0.022307103421990493-0.2774503787657361j),(-0.10166404022413483-0.04196476171257109j),(0.0617438639665719+0.45340883358314504j),(-0.05922226414026095+0.30354054558363264j),(-0.017710447880245228+0.47788954522747135j),(-0.011630978361752036+0.04112502056136972j),(-0.33470813572424507-0.18269024551703006j),(-0.6108519379917177-0.0030512045457547765j),(-0.5279124532604316-0.5267190733077346j),(-0.3960757407902368+0.06909823397689355j),(-0.25872619366300115-0.29173442648957854j),(0.3456625949029028-0.03020898328821843j),(0.2233805621158587-0.176406543747187j),(0.3713720637598048-0.23163944461491998j),(0.030918474350961886+0.20936849715424846j),(-0.276685384539086-0.4251434298963099j),(-0.0014490866352772636+0.8262230899289258j),(-0.6821550696098659-0.4385521695769904j),(0.33537727064210154+0.7590807876625772j),(-0.6047763171908679-0.48067484167772445j),(0.33131615387084856+0.1338418996669149j),(-0.19194103698882078-0.0613863788773444j),(-0.5364290315812357-0.5291306792658467j),(0.905059231644934+0.7680965702615744j),(-1.9419497768441878-1.0167366900976216j),(2.564738267761101+1.2748104227235775j),(-3.651479049698521-1.2793712895342166j),(4.235578950721678+1.1279611885371184j),(-5.108220850150945-0.973733142560633j),(5.291143832114613+0.5513264720835804j),(-5.664530849734838-0.18276296438533524j),(5.3489492013039595-0.25823877805320206j),(-5.133447203081633+0.6146015086143406j),(4.308738251848465-0.9125618518474317j),(-3.7648740309143487+1.0054461762548683j),(2.6389782746315658-1.0564771284928596j)
Y_N_c,4550,(0.0013082704743175582-0.005625787135595884j),(0.04188763182353714+0.007061848112904631j),(-0.034338298987693985-0.0776122762184259j),(0.07091611549720894+0.022040762232263207j),(0.0661887141054598+0.0817488903961639j),(-0.002932660159982295+0.11465350795865556j),(0.24216676644450313+0.0667901223484199j),(-0.0445575732922078+0.18539458542514725j),(0.16396407060368187+0.01982098895265643j),(0.17699349365828942-0.14729888051276377j),(0.07833372673042668+0.06900985279726488j),(0.04564481000830953-0.03612263344235917j),(-0.09961424477978431+0.1741862393209222j),(-0.006574594495779143+0.36125598368305334j),(-0.039581788934714646+0.3772214377188207j),(0.04516477943908014+0.1625543227614216j),(-0.08227153230357098-0.2710620387295964j),(0.0195454121991218-0.21075999430303793j),(-0.0600070661188333-0.5519212125576406j),(-0.1570793231848175-0.11133236872547295j),(0.1782358274618798+0.006861915950553639j),(0.4451533517732933+0.08864806876365089j),(0.43146114192215157+0.4886917954451968j),(0.5219873447212582-0.011915191185613239j),(0.307786505677083+0.38675502753816793j),(-0.22581604570833771-0.008934635903035115j),(-0.24864348045004456+0.2644189391141671j),(-0.5199194326774212+0.11382663533367716j),(-0.12158044726576256+0.052926413004878756j),(-0.023329144120533774+0.3366208887323159j),(0.05658775508697028-0.621155206927492j),(0.5059294882459385+0.40578462836479856j),(-0.2452553776870713-0.8286852785095696j),(0.5707902647381511+0.5661602211520053j),(-0.511732196244874-0.40248970668208206j),(0.416030342509852+0.39366004194934406j),(-0.022595611101844562+0.2350986802608273j),(-0.3201209814914348-0.36071469738168044j),(1.1147493383368332+0.7680568117239609j),(-1.7501636524228181-1.0788926501661515j),(2.7244739123464154+1.2319767534886756j),(-3.5053828355174863-1.2218467786880816j),(4.408171452454023+1.2272946317920765j),(-4.924632359894653-0.8639485663911395j),(5.45937051999628+0.6211067317555186j),(-5.531292535174455-0.13632604166581763j),(5.470045028202888-0.23147921702377938j),(-4.995075766744874+0.6601496854441158j),(4.480835654583529-0.8421510143270072j),(-3.5616918527443553+1.079390525156778j)
Y_N_c,4650,(-0.0027651243070980595+0.0006012596431983633j),(-0.0199127282807771+0.021162800329175908j),(0.06222985023075324+0.08454486124024246j),(-0.016263720502862625-0.06106330238995987j),(0.030554544181258678-0.048310806665606686j),(0.03408610309990297-0.06105673841038066j),(-0.17005933387261435-0.0827600456377536j),(0.12502976099394345-0.179349573962642j),(-0.14163188560573015-0.027262999264075924j),(-0.09647010183667605+0.06652191669440036j),(-0.05909678567649473-0.06765488851498576j),(-0.03763704857718619+0.12792561571620714j),(0.14546945423353158-0.11955640851883372j),(0.06982971375595225-0.30589597217002307j),(0.1104082258319718-0.3954699304129603j),(0.022207178377881984-0.24729876573814324j),(0.11901273052715489+0.08057352485713183j),(0.02828693401695498+0.11704258843560382j),(0.11305420980954323+0.5659655020723825j),(0.28046975630816545+0.20664175510944438j),(-0.0374166183396415+0.1752710039444797j),(-0.2294641830964798-0.12283897328185978j),(-0.3053196781346062-0.38703268203031316j),(-0.5783965938680965-0.0534831982397764j),(-0.32045728374614557-0.4331460287464638j),(0.06578505991832782+0.0060612501228682406j),(0.24692278563631198-0.2844267074998598j),(0.581323794207785-0.013246982049261224j),(0.2462027818276828-0.2503864922671499j),(0.29829353817370624-0.21216731672808148j),(-0.05297928149140589+0.37070279514746457j),(-0.2881895266620265-0.3152217713182414j),(0.11911860109855762+0.797249750039251j),(-0.4541033451693912-0.534664424828488j),(0.5440980352688035+0.6029607974817298j),(-0.4778507445185548-0.6117128129795424j),(0.4119836312786031+0.05616220386166637j),(-0.08754423885424253-0.04168045486180906j),(-0.4166423129576838-0.45824215463105217j),(1.0183288943704187+0.7831886708919711j),(-1.8060058889750312-1.0399170527377508j),(2.7009152498853277+1.1933748880205548j),(-3.548869523805329-1.3232971834319958j),(4.345382211044658+1.0897835376807652j),(-4.986937350853459-0.9840059935810594j),(5.428116862892429+0.5353043684686258j),(-5.5411837371191295-0.1880222964049747j),(5.457394809635058-0.29617007802673956j),(-5.029969764533109+0.5720333625370506j),(4.4089381222658455-0.9460890879269234j)
Y_N_c,4750,(0.001623257166903522+0.003789315413669443j),(0.00040942568988903104-0.04802299011611126j),(-0.08028579017447436-0.08576816483294858j),(-0.03880020651908109+0.07983186714109058j),(-0.11022551344538997-0.0017045931158268107j),(-0.04882281527138973-0.0034618391589120237j),(0.09094004394990947+0.07982933516883982j),(-0.17085544661619073+0.13053324309498765j),(0.11209393401692198+0.027274073431309734j),(-0.0006858472353689789+0.008989468216678074j),(0.03834257882147826+0.05796242169442952j),(0.033507245650495746-0.19718312138690983j),(-0.15753291925055654+0.0565500749856006j),(-0.11410520613185277+0.21237750702981475j),(-0.16854957449757707+0.33754032325350214j),(-0.08789522865986249+0.2907400324254762j),(-0.16791906073625884+0.08772341195318158j),(-0.07683033162815162-0.030884940517923704j),(-0.14417692702778237-0.5219405032361498j),(-0.3407720964211605-0.304405307355646j),(-0.07202823129346739-0.340177260659236j),(0.002989800464851325+0.09571663586415106j),(0.17212014888894284+0.23676424386322986j),(0.5601973367723907+0.10198067268724684j),(0.3031799915514083+0.4311910915423979j),(0.10854376022736884+0.030024651735843864j),(-0.20274013023026555+0.2519051069732128j),(-0.5524143622186894-0.05385201346086188j),(-0.3710186287915877+0.35969461565023736j),(-0.5121576837613835+0.07544783052521555j),(-0.012191814688734311-0.11899915341295501j),(0.06394114769917109+0.1920321208433323j),(0.002126236713293206-0.6826887487362063j),(0.30272299120732205+0.4091019097652526j),(-0.4607344762511191-0.7200967388038834j),(0.42326660560275964+0.6940509651608758j),(-0.6262899507523481-0.3132841327383889j),(0.32008617782918036+0.38355117981507314j),(-0.11152167577135752+0.13311429726118296j),(-0.41770370349147246-0.4304085105933691j),(0.9790757059082336+0.7388597889764648j),(-1.890383591166842-1.0498334467921069j),(2.6215907416980984+1.253513271340279j),(-3.6087185185982644-1.2019655288752982j),(4.298778008486447+1.2227216576570872j),(-5.052885677850783-0.8855199600338075j),(5.337535184635807+0.5884129405777667j),(-5.64353643294605-0.13130031063447967j),(5.3613200779936205-0.22633451923622894j),(-5.091406129955141+0.6683881649472403j)
Y_N_c,4850,(0.0010105003972990076-0.006015769939139562j),(0.014583449675565154+0.06964094333623727j),(0.0880170027890203+0.0798644358330977j),(0.08478361014184516-0.07641422265387285j),(0.16364007063686883+0.05940249581887242j),(0.04910991033363747+0.06298938682615711j),(-0.016031311244690687-0.059740699806292034j),(0.17514513770540321-0.055433527206174296j),(-0.0818594039543648-0.020612314859087065j),(0.09773347749528312-0.06571008369964551j),(-0.021775599405999692-0.04208898617693322j),(-0.031220665491280622+0.2360769709876437j),(0.13695728603447146-0.0019911585986478325j),(0.13189715153073808-0.09677251432091082j),(0.197303582188159-0.2236748192652361j),(0.14045583375943355-0.2935867691969829j),(0.2199758358916897-0.21046762987390144j),(0.11885801664788337-0.04223752662248534j),(0.1585689001403565+0.4293984836637491j),(0.3342189200727668+0.37920125439445074j),(0.1416147007854227+0.4669606747622547j),(0.19588964402760972-0.01337092236086429j),(-0.0516908652725315-0.058989062545636135j),(-0.47511296851161816-0.11459401250993292j),(-0.26338685683139407-0.38589844487129327j),(-0.27131116082486706-0.08449294655550692j),(0.11248037075973955-0.19128362185286296j),(0.4430261177494239+0.07796094716261151j),(0.46099879633498736-0.37777737716394105j),(0.6411400820004527+0.049324279928740805j),(0.12547829879576386-0.096105410328679j),(0.140098369935896-0.06269716945429549j),(-0.08660794290511781+0.5114387516273213j),(-0.1551309264338117-0.226747412288873j),(0.3030380768047315+0.7497073878432932j),(-0.3048623087698946-0.6437439111792098j),(0.6791801363068406+0.5110929600516899j),(-0.401565296043357-0.6226169733571941j),(0.4539790189802534+0.16300468691690942j),(-0.023628580352373942+0.06805822914953744j),(-0.3061657652414066-0.379897728132559j),(1.1374389005099044+0.8118776913091537j),(-1.7177756627886542-1.0358219114109888j),(2.7836732930232952+1.188875351265946j),(-3.4686731692371833-1.3085306069117837j),(4.442233379507628+1.1383888438275822j),(-4.888288528768288-0.9204213193507942j),(5.525082081524784+0.5608047669448311j),(-5.445871063750829-0.15419544755761283j),(5.534685825366323-0.2816192108609199j)
